preference_key,movie_title,star_cast,rating,year,place,vote,link
4,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.047374044906908,1986,212,,/title/tt0091763/
1,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.047364320719057,1976,213,,/title/tt0075148/
2,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.045761676172097,2019,214,,/title/tt1950186/
3,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.042262709894745,1986,215,,/title/tt0092005/
4,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.041452176080272,1984,216,,/title/tt0088247/
1,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.039347688442538,2015,217,,/title/tt1895587/
2,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.039308013228709,2013,218,,/title/tt1979320/
3,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.037514645952033,2007,219,,/title/tt0758758/
4,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.037160161389544,1976,220,,/title/tt0074958/
1,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.036054444758689,1939,221,,/title/tt0032138/
2,Logan: Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.035483565385544,2017,222,,/title/tt3315342/
3,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.032548165242066,1993,223,,/title/tt0107048/
4,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.031916741213312,2007,224,,/title/tt0382932/
1,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.028459926906976,1973,225,,/title/tt0070047/
2,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.028299836350032,2004,226,,/title/tt0381681/
3,Lo mejor de nuestra vida,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.026204306047006,1946,227,,/title/tt0036868/
4,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.02559082935616,2004,228,,/title/tt0317705/
1,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.024712846720524,1942,229,,/title/tt0035446/
2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.022671464332436,1940,230,,/title/tt0032976/
3,Viacrucis,"John Ford (dir.), Henry Fonda, Jane Darwell",8.02262027305221,1940,231,,/title/tt0032551/
4,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.022337769907624,1966,232,,/title/tt0058946/
1,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.02174523896477,2009,233,,/title/tt1028532/
2,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.02142897808021,1967,234,,/title/tt0061512/
3,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.020939607417088,2000,235,,/title/tt0245712/
4,Piratas del Caribe - La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.018865931220065,2003,236,,/title/tt0325980/
1,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.016290081408586,1959,237,,/title/tt0053198/
2,La haine,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.016108208222883,1995,238,,/title/tt0113247/
3,El pecado compartido,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.015805295959979,1966,239,,/title/tt0060827/
4,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.015007530907258,1975,240,,/title/tt0071411/
1,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.014858379025018,1979,241,,/title/tt0079470/
2,Babam ve Oglum,"Cagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.014348457695272,2005,242,,/title/tt0476735/
3,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.013621898321462,1934,243,,/title/tt0025316/
4,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.013509146624243,1965,244,,/title/tt0059742/
1,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.009207043731381,2016,245,,/title/tt4016934/
2,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.007073644960343,1992,246,,/title/tt0103639/
3,Gandhi,"Richard Attenborough (dir.), Ben Kingsley, John Gielgud",8.006645614789447,1982,247,,/title/tt0083987/
4,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.00562656122357,2021,248,,/title/tt15097216/
1,Historias cruzadas,"Tate Taylor (dir.), Emma Stone, Viola Davis",8.004714948396948,2011,249,,/title/tt1454029/
2,La bella y la bestia,"Gary Trousdale (dir.), Paige O'Hara, Robby Benson",8.003088926365692,1991,250,,/title/tt0101414/
